DOB,Date,Event_Name,Fighter_Name,Height,Location,Method,Passes,Reach,Result,Round,Stance,Strikes,Strikes_Per_Min,Submission_Attempts,TD_Avg,Takedowns,Time,Weight,Weight_Class
"Dec 01, 1987","['\n      April 13, 2019\n    ']",UFC 236: Holloway vs. Poirier 2,Curtis Millender,"6' 2""","['\n\n      Atlanta, Georgia, USA\n    ']",,1,"76""",Belal Muhammad,3,Orthodox,48,3.86,0,0.43,0,5:00,170 lbs.,Welterweight
"Nov 20, 1990","['\n      April 13, 2019\n    ']",UFC 236: Holloway vs. Poirier 2,Boston Salmon,"5' 9""","['\n\n      Atlanta, Georgia, USA\n    ']",Punch,0,"69""",Khalid Taha,1,Southpaw,0,3.96,0,0.00,0,0:25,135 lbs.,Bantamweight
"Feb 15, 1992","['\n      April 13, 2019\n    ']",UFC 236: Holloway vs. Poirier 2,Khalid Taha,"5' 5""","['\n\n      Atlanta, Georgia, USA\n    ']",KO/TKO,0,"69""",Khalid Taha,1,Orthodox,5,2.40,0,0.00,0,0:25,135 lbs.,Bantamweight
"Jan 25, 1995","['\n      April 13, 2019\n    ']",UFC 236: Holloway vs. Poirier 2,Zelim Imadaev,"6' 0""","['\n\n      Atlanta, Georgia, USA\n    ']",,0,"76""",Max Griffin,3,Orthodox,64,4.27,0,0.00,0,5:00,170 lbs.,Welterweight
"Nov 29, 1985","['\n      April 13, 2019\n    ']",UFC 236: Holloway vs. Poirier 2,Max Griffin,"5' 11""","['\n\n      Atlanta, Georgia, USA\n    ']",M-DEC,2,"76""",Max Griffin,3,Orthodox,47,4.08,3,1.53,6,5:00,170 lbs.,Welterweight
"Jan 06, 1985","['\n      April 13, 2019\n    ']",UFC 236: Holloway vs. Poirier 2,Wilson Reis,"5' 4""","['\n\n      Atlanta, Georgia, USA\n    ']",Punch,0,"65""",Alexandre Pantoja,1,Southpaw,1,1.83,0,5.15,1,2:58,125 lbs.,Flyweight
"Apr 16, 1990","['\n      April 13, 2019\n    ']",UFC 236: Holloway vs. Poirier 2,Alexandre Pantoja,"5' 5""","['\n\n      Atlanta, Georgia, USA\n    ']",KO/TKO,0,"67""",Alexandre Pantoja,1,Orthodox,23,4.48,0,0.72,0,2:58,125 lbs.,Flyweight
"May 18, 1995","['\n      April 13, 2019\n    ']",UFC 236: Holloway vs. Poirier 2,Jalin Turner,"6' 3""","['\n\n      Atlanta, Georgia, USA\n    ']",,0,"77""",Matt Frevola,3,Southpaw,35,5.66,1,0.61,0,5:00,155 lbs.,Lightweight
"Jun 11, 1990","['\n      April 13, 2019\n    ']",UFC 236: Holloway vs. Poirier 2,Matt Frevola,"5' 9""","['\n\n      Atlanta, Georgia, USA\n    ']",U-DEC,7,"71""",Matt Frevola,3,Orthodox,31,3.19,2,3.04,4,5:00,155 lbs.,Lightweight
"Apr 08, 1983","['\n      April 13, 2019\n    ']",UFC 236: Holloway vs. Poirier 2,Ovince Saint Preux,"6' 3""","['\n\n      Atlanta, Georgia, USA\n    ']",Rear Naked Choke,2,"80""",Nikita Krylov,2,Southpaw,4,2.62,0,1.33,3,2:30,205 lbs.,Light Heavyweight
"Mar 07, 1992","['\n      April 13, 2019\n    ']",UFC 236: Holloway vs. Poirier 2,Nikita Krylov,"6' 3""","['\n\n      Atlanta, Georgia, USA\n    ']",SUB,2,"77""",Nikita Krylov,2,Orthodox,27,5.32,2,0.80,1,2:30,205 lbs.,Light Heavyweight
"Nov 25, 1981","['\n      April 13, 2019\n    ']",UFC 236: Holloway vs. Poirier 2,Alan Jouban,"6' 0""","['\n\n      Atlanta, Georgia, USA\n    ']",,1,"73""",Dwight Grant,3,Southpaw,24,4.85,0,0.59,1,5:00,170 lbs.,Welterweight
"Sep 14, 1984","['\n      April 13, 2019\n    ']",UFC 236: Holloway vs. Poirier 2,Dwight Grant,"6' 1""","['\n\n      Atlanta, Georgia, USA\n    ']",S-DEC,0,"76""",Dwight Grant,3,Switch,38,2.87,0,0.36,0,5:00,170 lbs.,Welterweight
"Feb 26, 1990","['\n      April 13, 2019\n    ']",UFC 236: Holloway vs. Poirier 2,Khalil Rountree Jr.,"6' 1""","['\n\n      Atlanta, Georgia, USA\n    ']",U-DEC,0,"76""",Khalil Rountree Jr.,3,Southpaw,79,3.06,0,0.00,0,5:00,205 lbs.,Light Heavyweight
"Oct 24, 1991","['\n      April 13, 2019\n    ']",UFC 236: Holloway vs. Poirier 2,Kelvin Gastelum,"5' 9""","['\n\n      Atlanta, Georgia, USA\n    ']",,0,"71""",Israel Adesanya,5,Southpaw,91,3.83,0,0.79,1,5:00,185 lbs.,Middleweight
"Jul 22, 1989","['\n      April 13, 2019\n    ']",UFC 236: Holloway vs. Poirier 2,Israel Adesanya,"6' 4""","['\n\n      Atlanta, Georgia, USA\n    ']",U-DEC,0,"80""",Israel Adesanya,5,Switch,109,4.44,2,0.00,0,5:00,185 lbs.,Middleweight
"Dec 04, 1991","['\n      April 13, 2019\n    ']",UFC 236: Holloway vs. Poirier 2,Max Holloway,"5' 11""","['\n\n      Atlanta, Georgia, USA\n    ']",,0,"69""",Dustin Poirier,5,Orthodox,181,6.93,1,0.29,0,5:00,145 lbs.,Lightweight
"Jan 31, 1989","['\n      April 27, 2019\n    ']",UFC Fight Night: Jacare vs. Hermansson,Dhiego Lima,"6' 2""","['\n\n      Sunrise, Florida, USA\n    ']",S-DEC,0,"74""",Dhiego Lima,3,Orthodox,65,3.02,0,1.57,0,5:00,170 lbs.,Welterweight
"Jan 19, 1989","['\n      April 13, 2019\n    ']",UFC 236: Holloway vs. Poirier 2,Dustin Poirier,"5' 9""","['\n\n      Atlanta, Georgia, USA\n    ']",U-DEC,0,"72""",Dustin Poirier,5,Southpaw,178,5.75,0,1.63,1,5:00,155 lbs.,Lightweight
"Feb 28, 1990","['\n      April 27, 2019\n    ']",UFC Fight Night: Jacare vs. Hermansson,Jason Gonzalez,"6' 2""","['\n\n      Sunrise, Florida, USA\n    ']",Rear Naked Choke,0,"74""",Jim Miller,1,Southpaw,10,3.06,0,0.00,0,2:12,155 lbs.,Lightweight
"May 07, 1986","['\n      April 27, 2019\n    ']",UFC Fight Night: Jacare vs. Hermansson,Jodie Esquibel,"5' 1""","['\n\n      Sunrise, Florida, USA\n    ']",,0,"64""",Angela Hill,3,Orthodox,57,4.51,0,0.00,0,5:00,115 lbs.,Women's Strawweight
"Aug 30, 1983","['\n      April 27, 2019\n    ']",UFC Fight Night: Jacare vs. Hermansson,Jim Miller,"5' 8""","['\n\n      Sunrise, Florida, USA\n    ']",SUB,1,"71""",Jim Miller,1,Southpaw,6,2.78,1,1.78,2,2:12,155 lbs.,Lightweight
"Oct 07, 1992","['\n      April 27, 2019\n    ']",UFC Fight Night: Jacare vs. Hermansson,Mike Davis,"6' 0""","['\n\n      Sunrise, Florida, USA\n    ']",Rear Naked Choke,0,"72""",Gilbert Burns,2,Orthodox,13,3.71,0,0.00,0,4:15,155 lbs.,Lightweight
"May 30, 1988","['\n      April 27, 2019\n    ']",UFC Fight Night: Jacare vs. Hermansson,Virna Jandiroba,"5' 3""","['\n\n      Sunrise, Florida, USA\n    ']",,5,"64""",Carla Esparza,3,Orthodox,17,1.13,0,3.00,3,5:00,115 lbs.,Women's Strawweight
"Jul 20, 1986","['\n      April 27, 2019\n    ']",UFC Fight Night: Jacare vs. Hermansson,Gilbert Burns,"5' 10""","['\n\n      Sunrise, Florida, USA\n    ']",SUB,4,"71""",Gilbert Burns,2,Orthodox,49,3.28,1,2.55,3,4:15,155 lbs.,Lightweight
"Oct 10, 1987","['\n      April 27, 2019\n    ']",UFC Fight Night: Jacare vs. Hermansson,Carla Esparza,"5' 1""","['\n\n      Sunrise, Florida, USA\n    ']",U-DEC,3,"63""",Carla Esparza,3,,25,2.14,0,3.47,4,5:00,115 lbs.,Women's Strawweight
"May 09, 1991","['\n      April 27, 2019\n    ']",UFC Fight Night: Jacare vs. Hermansson,Augusto Sakai,"6' 3""","['\n\n      Sunrise, Florida, USA\n    ']",S-DEC,0,"77""",Augusto Sakai,3,Orthodox,42,5.35,0,0.24,0,5:00,265 lbs.,Heavyweight
"Apr 13, 1983","['\n      April 27, 2019\n    ']",UFC Fight Night: Jacare vs. Hermansson,Ben Saunders,"6' 2""","['\n\n      Sunrise, Florida, USA\n    ']",Elbows,0,"77""",Takashi Sato,2,Orthodox,46,3.37,0,0.21,0,1:18,170 lbs.,Welterweight
"Feb 21, 1988","['\n      April 27, 2019\n    ']",UFC Fight Night: Jacare vs. Hermansson,Alex Oliveira,"5' 11""","['\n\n      Sunrise, Florida, USA\n    ']",,0,"76""",Mike Perry,3,Orthodox,48,3.09,0,2.84,0,5:00,170 lbs.,Welterweight
"Oct 28, 1979","['\n      April 27, 2019\n    ']",UFC Fight Night: Jacare vs. Hermansson,Glover Teixeira,"6' 2""","['\n\n      Sunrise, Florida, USA\n    ']",SUB,3,"76""",Glover Teixeira,2,Orthodox,30,3.46,1,2.09,0,3:37,205 lbs.,Light Heavyweight
"Sep 15, 1991","['\n      April 27, 2019\n    ']",UFC Fight Night: Jacare vs. Hermansson,Mike Perry,"5' 10""","['\n\n      Sunrise, Florida, USA\n    ']",U-DEC,1,"71""",Mike Perry,3,Orthodox,65,4.07,0,0.71,0,5:00,170 lbs.,Welterweight
"Aug 05, 1982","['\n      April 27, 2019\n    ']",UFC Fight Night: Jacare vs. Hermansson,Dmitrii Smoliakov,"6' 2""","['\n\n      Sunrise, Florida, USA\n    ']",Punches,0,"74""",Greg Hardy,1,Switch,1,1.44,0,0.00,0,2:15,253 lbs.,Heavyweight
"Jul 28, 1988","['\n      April 27, 2019\n    ']",UFC Fight Night: Jacare vs. Hermansson,Greg Hardy,"6' 5""","['\n\n      Sunrise, Florida, USA\n    ']",KO/TKO,0,"80""",Greg Hardy,1,Orthodox,14,5.75,0,0.00,0,2:15,265 lbs.,Heavyweight
"Jun 10, 1988","['\n      April 27, 2019\n    ']",UFC Fight Night: Jacare vs. Hermansson,Jack Hermansson,"6' 1""","['\n\n      Sunrise, Florida, USA\n    ']",U-DEC,1,"77""",Jack Hermansson,5,Orthodox,148,5.24,1,2.19,3,5:00,185 lbs.,Middleweight
"Dec 07, 1979","['\n      April 27, 2019\n    ']",UFC Fight Night: Jacare vs. Hermansson,Jacare Souza,"6' 1""","['\n\n      Sunrise, Florida, USA\n    ']",,0,"72""",Jack Hermansson,5,Orthodox,90,2.71,0,2.70,0,5:00,185 lbs.,Middleweight
"Mar 05, 1993","['\n      April 20, 2019\n    ']",UFC Fight Night: Overeem vs. Oleinik,Rafael Fiziev,"5' 8""","['\n\n      Saint Petersburg, Saint Petersburg, Russia\n    ']",Spinning Back Kick,0,"71""",Magomed Mustafaev,1,Switch,1,0.70,0,0.00,0,1:26,155 lbs.,Lightweight
"Feb 09, 1987","['\n      April 20, 2019\n    ']",UFC Fight Night: Overeem vs. Oleinik,Gadzhimurad Antigulov,"5' 11""","['\n\n      Saint Petersburg, Saint Petersburg, Russia\n    ']",Punch,0,"70""",Michal Oleksiejczuk,1,Orthodox,6,2.32,0,8.70,0,0:44,205 lbs.,Light Heavyweight
"Aug 02, 1988","['\n      April 20, 2019\n    ']",UFC Fight Night: Overeem vs. Oleinik,Magomed Mustafaev,"5' 8""","['\n\n      Saint Petersburg, Saint Petersburg, Russia\n    ']",KO/TKO,0,"71""",Magomed Mustafaev,1,Orthodox,10,3.11,0,0.00,0,1:26,155 lbs.,Lightweight
"Feb 22, 1995","['\n      April 20, 2019\n    ']",UFC Fight Night: Overeem vs. Oleinik,Michal Oleksiejczuk,"6' 0""","['\n\n      Saint Petersburg, Saint Petersburg, Russia\n    ']",KO/TKO,0,"74""",Michal Oleksiejczuk,1,Southpaw,8,5.66,0,1.73,0,0:44,205 lbs.,Light Heavyweight
"Nov 09, 1985","['\n      April 20, 2019\n    ']",UFC Fight Night: Overeem vs. Oleinik,Marcin Tybura,"6' 3""","['\n\n      Saint Petersburg, Saint Petersburg, Russia\n    ']",Punches,0,"78""",Shamil Abdurakhimov,2,Orthodox,28,3.59,0,1.49,0,3:15,249 lbs.,Heavyweight
"Sep 02, 1981","['\n      April 20, 2019\n    ']",UFC Fight Night: Overeem vs. Oleinik,Shamil Abdurakhimov,"6' 3""","['\n\n      Saint Petersburg, Saint Petersburg, Russia\n    ']",KO/TKO,0,"76""",Shamil Abdurakhimov,2,Orthodox,36,2.64,0,1.34,0,3:15,235 lbs.,Heavyweight
"Feb 04, 1996","['\n      April 20, 2019\n    ']",UFC Fight Night: Overeem vs. Oleinik,Alex Da Silva,"5' 8""","['\n\n      Saint Petersburg, Saint Petersburg, Russia\n    ']",Other - Choke,2,"73""",Alexander Yakovlev,2,Orthodox,8,0.98,0,1.84,1,3:10,155 lbs.,Lightweight
"Jul 18, 1984","['\n      April 20, 2019\n    ']",UFC Fight Night: Overeem vs. Oleinik,Alexander Yakovlev,"6' 3""","['\n\n      Saint Petersburg, Saint Petersburg, Russia\n    ']",SUB,0,"74""",Alexander Yakovlev,2,Southpaw,14,1.87,1,1.29,1,3:10,155 lbs.,Lightweight
"May 22, 1984","['\n      April 20, 2019\n    ']",UFC Fight Night: Overeem vs. Oleinik,Keita Nakamura,"5' 11""","['\n\n      Saint Petersburg, Saint Petersburg, Russia\n    ']",,0,"73""",Sultan Aliev,3,Southpaw,29,2.23,0,1.65,0,5:00,170 lbs.,Welterweight
"Sep 17, 1984","['\n      April 20, 2019\n    ']",UFC Fight Night: Overeem vs. Oleinik,Sultan Aliev,"5' 11""","['\n\n      Saint Petersburg, Saint Petersburg, Russia\n    ']",U-DEC,0,"74""",Sultan Aliev,3,Orthodox,25,1.41,0,1.76,2,5:00,170 lbs.,Welterweight
"Nov 03, 1992","['\n      April 20, 2019\n    ']",UFC Fight Night: Overeem vs. Oleinik,SeungWoo Choi,"6' 0""","['\n\n      Saint Petersburg, Saint Petersburg, Russia\n    ']",,0,"74""",Movsar Evloev,3,Orthodox,26,1.73,0,0.00,0,5:00,145 lbs.,Featherweight
"Feb 11, 1994","['\n      April 20, 2019\n    ']",UFC Fight Night: Overeem vs. Oleinik,Movsar Evloev,"5' 7""","['\n\n      Saint Petersburg, Saint Petersburg, Russia\n    ']",U-DEC,1,"72""",Movsar Evloev,3,Orthodox,50,3.33,0,5.00,5,5:00,145 lbs.,Featherweight
"Apr 06, 1988","['\n      April 20, 2019\n    ']",UFC Fight Night: Overeem vs. Oleinik,Alen Amedovski,"5' 10""","['\n\n      Saint Petersburg, Saint Petersburg, Russia\n    ']",,0,"74""",Krzysztof Jotko,3,Orthodox,6,0.40,0,0.00,0,5:00,185 lbs.,Middleweight
"Aug 19, 1989","['\n      April 20, 2019\n    ']",UFC Fight Night: Overeem vs. Oleinik,Krzysztof Jotko,"6' 1""","['\n\n      Saint Petersburg, Saint Petersburg, Russia\n    ']",U-DEC,5,"77""",Krzysztof Jotko,3,Southpaw,43,2.86,0,1.44,4,5:00,185 lbs.,Middleweight
"Nov 20, 1984","['\n      April 20, 2019\n    ']",UFC Fight Night: Overeem vs. Oleinik,Antonina Shevchenko,"5' 8""","['\n\n      Saint Petersburg, Saint Petersburg, Russia\n    ']",,0,"67""",Roxanne Modafferi,3,Southpaw,64,5.29,0,0.78,0,5:00,125 lbs.,Women's Flyweight
"Sep 24, 1982","['\n      April 20, 2019\n    ']",UFC Fight Night: Overeem vs. Oleinik,Roxanne Modafferi,"5' 7""","['\n\n      Saint Petersburg, Saint Petersburg, Russia\n    ']",S-DEC,5,"69""",Roxanne Modafferi,3,,33,3.52,0,1.75,5,5:00,125 lbs.,Women's Flyweight
"Sep 15, 1992","['\n      April 20, 2019\n    ']",UFC Fight Night: Overeem vs. Oleinik,Marcelo Golm,"6' 3""","['\n\n      Saint Petersburg, Saint Petersburg, Russia\n    ']",Punches,0,"75""",Sergei Pavlovich,1,Orthodox,5,4.27,0,0.45,0,1:06,249 lbs.,Heavyweight
"May 13, 1992","['\n      April 20, 2019\n    ']",UFC Fight Night: Overeem vs. Oleinik,Sergei Pavlovich,"6' 3""","['\n\n      Saint Petersburg, Saint Petersburg, Russia\n    ']",KO/TKO,0,"84""",Sergei Pavlovich,1,Southpaw,17,5.50,0,0.00,0,1:06,257 lbs.,Heavyweight
"Oct 11, 1996","['\n      April 20, 2019\n    ']",UFC Fight Night: Overeem vs. Oleinik,Arman Tsarukyan,"5' 9""","['\n\n      Saint Petersburg, Saint Petersburg, Russia\n    ']",,0,"72""",Islam Makhachev,3,Orthodox,13,0.87,0,1.00,1,5:00,155 lbs.,Lightweight
"Oct 27, 1991","['\n      April 20, 2019\n    ']",UFC Fight Night: Overeem vs. Oleinik,Islam Makhachev,"5' 10""","['\n\n      Saint Petersburg, Saint Petersburg, Russia\n    ']",U-DEC,2,"70""",Islam Makhachev,3,Orthodox,14,1.91,0,4.25,4,5:00,155 lbs.,Lightweight
"Jun 20, 1977","['\n      April 20, 2019\n    ']",UFC Fight Night: Overeem vs. Oleinik,Aleksei Oleinik,"6' 2""","['\n\n      Saint Petersburg, Saint Petersburg, Russia\n    ']",Knee,0,"80""",Alistair Overeem,1,Orthodox,38,3.53,0,2.70,0,4:45,240 lbs.,Heavyweight
"Jan 16, 1992","['\n      May 04, 2019\n    ']",UFC Fight Night: Iaquinta vs. Cowboy,Juan Adams,"6' 5""","['\n\n      Ottawa, Ontario, Canada\n    ']",,0,"80""",Arjan Bhullar,3,Orthodox,81,7.41,0,0.99,0,5:00,265 lbs.,Heavyweight
"May 17, 1980","['\n      April 20, 2019\n    ']",UFC Fight Night: Overeem vs. Oleinik,Alistair Overeem,"6' 4""","['\n\n      Saint Petersburg, Saint Petersburg, Russia\n    ']",KO/TKO,0,"80""",Alistair Overeem,1,Orthodox,29,3.59,0,1.40,0,4:45,265 lbs.,Heavyweight
"May 13, 1986","['\n      May 04, 2019\n    ']",UFC Fight Night: Iaquinta vs. Cowboy,Arjan Bhullar,"6' 1""","['\n\n      Ottawa, Ontario, Canada\n    ']",U-DEC,2,"75""",Arjan Bhullar,3,Orthodox,41,2.33,0,1.73,2,5:00,245 lbs.,Heavyweight
"Apr 20, 1991","['\n      May 04, 2019\n    ']",UFC Fight Night: Iaquinta vs. Cowboy,Kyle Nelson,"5' 11""","['\n\n      Ottawa, Ontario, Canada\n    ']",Arm Triangle,1,"71""",Matt Sayles,3,Switch,26,2.34,4,1.53,2,3:16,155 lbs.,Featherweight
"Feb 21, 1994","['\n      May 04, 2019\n    ']",UFC Fight Night: Iaquinta vs. Cowboy,Matt Sayles,"5' 7""","['\n\n      Ottawa, Ontario, Canada\n    ']",SUB,3,"68""",Matt Sayles,3,Orthodox,75,6.16,1,0.00,0,3:16,145 lbs.,Featherweight
"Jun 10, 1981","['\n      May 04, 2019\n    ']",UFC Fight Night: Iaquinta vs. Cowboy,Nordine Taleb,"6' 1""","['\n\n      Ottawa, Ontario, Canada\n    ']",U-DEC,0,"74""",Nordine Taleb,3,Orthodox,90,3.74,0,2.01,0,5:00,170 lbs.,Welterweight
"Aug 30, 1989","['\n      May 04, 2019\n    ']",UFC Fight Night: Iaquinta vs. Cowboy,Kyle Prepolec,"5' 10""","['\n\n      Ottawa, Ontario, Canada\n    ']",,0,"70""",Nordine Taleb,3,Southpaw,52,3.47,0,0.00,0,5:00,170 lbs.,Welterweight
"Apr 30, 1988","['\n      May 04, 2019\n    ']",UFC Fight Night: Iaquinta vs. Cowboy,Sarah Moras,"5' 7""","['\n\n      Ottawa, Ontario, Canada\n    ']",Punches,3,"67""",Macy Chiasson,2,,9,1.78,1,1.07,1,2:22,135 lbs.,Women's Bantamweight
"Nov 19, 1987","['\n      May 04, 2019\n    ']",UFC Fight Night: Iaquinta vs. Cowboy,Aiemann Zahabi,"5' 8""","['\n\n      Ottawa, Ontario, Canada\n    ']",,0,"68""",Vince Morales,3,Orthodox,28,2.81,0,0.36,1,5:00,135 lbs.,Bantamweight
"Feb 18, 1990","['\n      May 04, 2019\n    ']",UFC Fight Night: Iaquinta vs. Cowboy,Marc-Andre Barriault,"6' 1""","['\n\n      Ottawa, Ontario, Canada\n    ']",,0,"74""",Andrew Sanchez,3,Orthodox,69,4.60,0,0.00,0,5:00,185 lbs.,Middleweight
"Jul 27, 1991","['\n      May 04, 2019\n    ']",UFC Fight Night: Iaquinta vs. Cowboy,Macy Chiasson,"5' 11""","['\n\n      Ottawa, Ontario, Canada\n    ']",KO/TKO,3,"72""",Macy Chiasson,2,,43,5.62,0,0.00,0,2:22,135 lbs.,Women's Bantamweight
"Jan 24, 1995","['\n      May 04, 2019\n    ']",UFC Fight Night: Iaquinta vs. Cowboy,Serghei Spivac,"6' 3""","['\n\n      Ottawa, Ontario, Canada\n    ']",Knees,0,"78""",Walt Harris,1,Orthodox,1,1.20,0,0.00,0,0:50,260 lbs.,Heavyweight
"Apr 08, 1988","['\n      May 04, 2019\n    ']",UFC Fight Night: Iaquinta vs. Cowboy,Andrew Sanchez,"6' 1""","['\n\n      Ottawa, Ontario, Canada\n    ']",U-DEC,3,"74""",Andrew Sanchez,3,Orthodox,72,4.82,0,2.65,2,5:00,185 lbs.,Middleweight
"Jun 10, 1983","['\n      May 04, 2019\n    ']",UFC Fight Night: Iaquinta vs. Cowboy,Walt Harris,"6' 5""","['\n\n      Ottawa, Ontario, Canada\n    ']",KO/TKO,0,"77""",Walt Harris,1,Southpaw,17,2.92,0,0.35,0,0:50,250 lbs.,Heavyweight
"Jan 10, 1991","['\n      May 04, 2019\n    ']",UFC Fight Night: Iaquinta vs. Cowboy,Merab Dvalishvili,"5' 6""","['\n\n      Ottawa, Ontario, Canada\n    ']",U-DEC,3,"68""",Merab Dvalishvili,3,Orthodox,55,3.75,0,6.75,5,5:00,135 lbs.,Bantamweight
"Dec 19, 1991","['\n      May 04, 2019\n    ']",UFC Fight Night: Iaquinta vs. Cowboy,Brad Katona,"5' 6""","['\n\n      Ottawa, Ontario, Canada\n    ']",,0,"64""",Merab Dvalishvili,3,Orthodox,32,3.98,0,0.67,0,5:00,135 lbs.,Bantamweight
"Mar 19, 1991","['\n      May 04, 2019\n    ']",UFC Fight Night: Iaquinta vs. Cowboy,Shane Burgos,"5' 11""","['\n\n      Ottawa, Ontario, Canada\n    ']",S-DEC,0,"75""",Shane Burgos,3,Orthodox,134,7.06,0,0.43,0,5:00,145 lbs.,Featherweight
"Nov 02, 1983","['\n      May 04, 2019\n    ']",UFC Fight Night: Iaquinta vs. Cowboy,Cub Swanson,"5' 8""","['\n\n      Ottawa, Ontario, Canada\n    ']",,0,"70""",Shane Burgos,3,Orthodox,129,4.38,0,1.12,0,5:00,145 lbs.,Featherweight
"May 31, 1988","['\n      May 04, 2019\n    ']",UFC Fight Night: Iaquinta vs. Cowboy,Elias Theodorou,"6' 1""","['\n\n      Ottawa, Ontario, Canada\n    ']",,0,"75""",Derek Brunson,3,Orthodox,65,4.19,0,1.27,0,5:00,185 lbs.,Middleweight
"Jan 04, 1984","['\n      May 04, 2019\n    ']",UFC Fight Night: Iaquinta vs. Cowboy,Derek Brunson,"6' 1""","['\n\n      Ottawa, Ontario, Canada\n    ']",U-DEC,5,"77""",Derek Brunson,3,Southpaw,56,3.12,0,2.90,4,5:00,185 lbs.,Middleweight
"Jul 05, 1986","['\n      June 29, 2019\n    ']",UFC Fight Night: Ngannou vs. Dos Santos,Maurice Greene,"6' 7""","['\n\n      Minneapolis, Minnesota, USA\n    ']",KO/TKO,2,"80""",Maurice Greene,1,,37,5.56,0,0.00,0,3:38,258 lbs.,Heavyweight
"May 24, 1991","['\n      June 29, 2019\n    ']",UFC Fight Night: Ngannou vs. Dos Santos,Emily Whitmire,"5' 5""","['\n\n      Minneapolis, Minnesota, USA\n    ']",Rear Naked Choke,0,"63""",Amanda Ribas,2,,7,2.84,0,1.18,0,2:10,115 lbs.,Women's Strawweight
"Aug 26, 1993","['\n      June 29, 2019\n    ']",UFC Fight Night: Ngannou vs. Dos Santos,Amanda Ribas,"5' 3""","['\n\n      Minneapolis, Minnesota, USA\n    ']",SUB,3,"66""",Amanda Ribas,2,Orthodox,21,2.93,2,4.19,2,2:10,115 lbs.,Women's Strawweight
"May 11, 1986","['\n      June 29, 2019\n    ']",UFC Fight Night: Ngannou vs. Dos Santos,Dequan Townsend,"6' 3""","['\n\n      Minneapolis, Minnesota, USA\n    ']",Punch,0,"79""",Dalcha Lungiambula,3,Orthodox,13,1.22,0,0.00,0,0:42,205 lbs.,Light Heavyweight
"Nov 21, 1986","['\n      June 29, 2019\n    ']",UFC Fight Night: Ngannou vs. Dos Santos,Dan Moret,"6' 0""","['\n\n      Minneapolis, Minnesota, USA\n    ']",,4,"73""",Jared Gordon,3,Southpaw,34,2.67,1,1.25,2,5:00,155 lbs.,Lightweight
"Apr 21, 1987","['\n      June 29, 2019\n    ']",UFC Fight Night: Ngannou vs. Dos Santos,Eryk Anders,"6' 1""","['\n\n      Minneapolis, Minnesota, USA\n    ']",KO/TKO,0,"75""",Eryk Anders,1,Southpaw,11,2.89,0,1.73,0,1:18,205 lbs.,Light Heavyweight
"Mar 07, 1989","['\n      June 29, 2019\n    ']",UFC Fight Night: Ngannou vs. Dos Santos,Journey Newson,"5' 5""","['\n\n      Minneapolis, Minnesota, USA\n    ']",,0,"67""",Ricardo Ramos,3,Orthodox,38,2.53,1,0.00,0,5:00,135 lbs.,Bantamweight
"Aug 01, 1995","['\n      June 29, 2019\n    ']",UFC Fight Night: Ngannou vs. Dos Santos,Ricardo Ramos,"5' 6""","['\n\n      Minneapolis, Minnesota, USA\n    ']",U-DEC,3,"69""",Ricardo Ramos,3,Orthodox,40,3.08,0,1.77,3,5:00,135 lbs.,Bantamweight
"Nov 27, 1987","['\n      June 29, 2019\n    ']",UFC Fight Night: Ngannou vs. Dos Santos,Paul Craig,"6' 3""","['\n\n      Minneapolis, Minnesota, USA\n    ']",Punch,0,"76""",Alonzo Menifield,1,Orthodox,7,1.92,0,1.65,0,3:19,205 lbs.,Light Heavyweight
"Oct 18, 1987","['\n      June 29, 2019\n    ']",UFC Fight Night: Ngannou vs. Dos Santos,Alonzo Menifield,"6' 0""","['\n\n      Minneapolis, Minnesota, USA\n    ']",KO/TKO,0,"76""",Alonzo Menifield,1,Orthodox,8,5.07,0,0.00,0,3:19,205 lbs.,Light Heavyweight
"Nov 07, 1984","['\n      June 29, 2019\n    ']",UFC Fight Night: Ngannou vs. Dos Santos,Polo Reyes,"5' 11""","['\n\n      Minneapolis, Minnesota, USA\n    ']",Punches,0,"71""",Drew Dober,1,,5,6.09,0,0.00,0,1:07,155 lbs.,Lightweight
"Oct 19, 1988","['\n      June 29, 2019\n    ']",UFC Fight Night: Ngannou vs. Dos Santos,Drew Dober,"5' 8""","['\n\n      Minneapolis, Minnesota, USA\n    ']",KO/TKO,0,"70""",Drew Dober,1,Southpaw,16,4.44,0,0.96,0,1:07,155 lbs.,Lightweight
"Feb 11, 1994","['\n      June 29, 2019\n    ']",UFC Fight Night: Ngannou vs. Dos Santos,Roosevelt Roberts,"6' 1""","['\n\n      Minneapolis, Minnesota, USA\n    ']",,2,"74""",Vinc Pichel,3,Orthodox,31,3.23,0,2.50,2,5:00,155 lbs.,Lightweight
"Nov 23, 1982","['\n      June 29, 2019\n    ']",UFC Fight Night: Ngannou vs. Dos Santos,Vinc Pichel,"5' 10""","['\n\n      Minneapolis, Minnesota, USA\n    ']",U-DEC,6,"72""",Vinc Pichel,3,Orthodox,60,3.29,1,4.00,3,5:00,155 lbs.,Lightweight
"Dec 11, 1989","['\n      June 29, 2019\n    ']",UFC Fight Night: Ngannou vs. Dos Santos,Anthony Rocco Martin,"6' 0""","['\n\n      Minneapolis, Minnesota, USA\n    ']",,2,"73""",Demian Maia,3,Orthodox,22,2.69,0,0.75,0,5:00,170 lbs.,Welterweight
